gene,correct,total,accuracy,class,subclass,cutoff
IGHV1-18,68,68,1.0,IGH,IGHV,5
IGHV1-24,66,66,1.0,IGH,IGHV,5
IGHV1-45,84,84,1.0,IGH,IGHV,5
IGHV1-46,84,84,1.0,IGH,IGHV,5
IGHV1-58,90,90,1.0,IGH,IGHV,5
IGHV1-68,75,82,0.915,IGH,IGHV,5
IGHV1-69,50,58,0.862,IGH,IGHV,5
IGHV1-69-2,12,12,1.0,IGH,IGHV,5
IGHV1-69D,43,44,0.977,IGH,IGHV,5
IGHV2-5,48,48,1.0,IGH,IGHV,5
IGHV2-26,56,56,1.0,IGH,IGHV,5
IGHV2-70,66,74,0.892,IGH,IGHV,5
IGHV2-70D,20,20,1.0,IGH,IGHV,5
IGHV3-11,45,52,0.865,IGH,IGHV,5
IGHV3-13,57,60,0.95,IGH,IGHV,5
IGHV3-15,70,80,0.875,IGH,IGHV,5
IGHV3-16,62,62,1.0,IGH,IGHV,5
IGHV3-19,69,70,0.986,IGH,IGHV,5
IGHV3-20,70,70,1.0,IGH,IGHV,5
IGHV3-21,66,66,1.0,IGH,IGHV,5
IGHV3-22,68,68,1.0,IGH,IGHV,5
IGHV3-23,68,68,1.0,IGH,IGHV,5
IGHV3-25,69,70,0.986,IGH,IGHV,5
IGHV3-29,30,30,1.0,IGH,IGHV,5
IGHV3-30,34,48,0.708,IGH,IGHV,5
IGHV3-30-2,36,36,1.0,IGH,IGHV,5
IGHV3-32,42,52,0.808,IGH,IGHV,5
IGHV3-33,22,22,1.0,IGH,IGHV,5
IGHV3-33-2,60,60,1.0,IGH,IGHV,5
IGHV3-35,82,82,1.0,IGH,IGHV,5
IGHV3-38,81,82,0.988,IGH,IGHV,5
IGHV3-41,34,34,1.0,IGH,IGHV,5
IGHV3-43,70,72,0.972,IGH,IGHV,5
IGHV3-47,82,82,1.0,IGH,IGHV,5
IGHV3-48,81,82,0.988,IGH,IGHV,5
IGHV3-49,86,86,1.0,IGH,IGHV,5
IGHV3-52,89,90,0.989,IGH,IGHV,5
IGHV3-53,84,88,0.955,IGH,IGHV,5
IGHV3-54,53,56,0.946,IGH,IGHV,5
IGHV3-62,81,84,0.964,IGH,IGHV,5
IGHV3-63,89,90,0.989,IGH,IGHV,5
IGHV3-64,90,90,1.0,IGH,IGHV,5
IGHV3-64D,4,4,1.0,IGH,IGHV,5
IGHV3-66,64,70,0.914,IGH,IGHV,5
IGHV3-69-1,14,14,1.0,IGH,IGHV,5
IGHV3-7,46,46,1.0,IGH,IGHV,5
IGHV3-71,72,72,1.0,IGH,IGHV,5
IGHV3-72,88,88,1.0,IGH,IGHV,5
IGHV3-73,88,88,1.0,IGH,IGHV,5
IGHV3-74,88,88,1.0,IGH,IGHV,5
IGHV4-4,18,30,0.6,IGH,IGHV,5
IGHV4-28,61,62,0.984,IGH,IGHV,5
IGHV4-31,12,14,0.857,IGH,IGHV,5
IGHV4-34,84,84,1.0,IGH,IGHV,5
IGHV4-39,64,72,0.889,IGH,IGHV,5
IGHV4-55,90,90,1.0,IGH,IGHV,5
IGHV4-59,88,88,1.0,IGH,IGHV,5
IGHV4-61,65,80,0.812,IGH,IGHV,5
IGHV5-10-1,4,4,1.0,IGH,IGHV,5
IGHV5-51,88,88,1.0,IGH,IGHV,5
IGHV5-78,90,90,1.0,IGH,IGHV,5
IGHV6-1,30,30,1.0,IGH,IGHV,5
IGHV7-34-1,84,84,1.0,IGH,IGHV,5
IGHV7-4-1,12,12,1.0,IGH,IGHV,5
IGHV7-40,70,70,1.0,IGH,IGHV,5
IGHV7-81,85,86,0.988,IGH,IGHV,5
IGHV8-51-1,90,90,1.0,IGH,IGHV,5
IGHD2-2,14,18,0.778,IGH,IGHD,5
IGHD2-8,13,14,0.929,IGH,IGHD,5
IGHD2-15,6,6,1.0,IGH,IGHD,5
IGHD3-3,10,10,1.0,IGH,IGHD,5
IGHD3-9,10,10,1.0,IGH,IGHD,5
IGHD3-10,8,8,1.0,IGH,IGHD,5
IGHD3-16,6,6,1.0,IGH,IGHD,5
IGHD3-22,4,4,1.0,IGH,IGHD,5
IGHJ3,2,2,1.0,IGH,IGHJ,5
IGHJ5,12,12,1.0,IGH,IGHJ,5
IGHJ6,9,10,0.9,IGH,IGHJ,5
IGKV1-5,25,26,0.962,IGK,IGKV,5
IGKV1-6,38,38,1.0,IGK,IGKV,5
IGKV1-8,38,38,1.0,IGK,IGKV,5
IGKV1-9,39,42,0.929,IGK,IGKV,5
IGKV1-12,66,84,0.786,IGK,IGKV,5
IGKV1-13,84,84,1.0,IGK,IGKV,5
IGKV1-16,52,52,1.0,IGK,IGKV,5
IGKV1-17,47,52,0.904,IGK,IGKV,5
IGKV1-27,64,64,1.0,IGK,IGKV,5
IGKV1-33,90,90,1.0,IGK,IGKV,5
IGKV1-37,78,78,1.0,IGK,IGKV,5
IGKV1-39,81,82,0.988,IGK,IGKV,5
IGKV1D-8,76,76,1.0,IGK,IGKV,5
IGKV1D-12,84,86,0.977,IGK,IGKV,5
IGKV1D-13,86,86,1.0,IGK,IGKV,5
IGKV1D-16,78,78,1.0,IGK,IGKV,5
IGKV1D-17,78,78,1.0,IGK,IGKV,5
IGKV1D-33,90,90,1.0,IGK,IGKV,5
IGKV1D-37,90,90,1.0,IGK,IGKV,5
IGKV1D-39,88,88,1.0,IGK,IGKV,5
IGKV1D-42,78,78,1.0,IGK,IGKV,5
IGKV1D-43,78,78,1.0,IGK,IGKV,5
IGKV2-4,28,28,1.0,IGK,IGKV,5
IGKV2-18,52,52,1.0,IGK,IGKV,5
IGKV2-24,77,86,0.895,IGK,IGKV,5
IGKV2-28,88,88,1.0,IGK,IGKV,5
IGKV2-29,72,76,0.947,IGK,IGKV,5
IGKV2-30,90,90,1.0,IGK,IGKV,5
IGKV2D-18,76,76,1.0,IGK,IGKV,5
IGKV2D-24,80,80,1.0,IGK,IGKV,5
IGKV2D-26,90,90,1.0,IGK,IGKV,5
IGKV2D-28,88,88,1.0,IGK,IGKV,5
IGKV2D-29,76,76,1.0,IGK,IGKV,5
IGKV2D-30,90,90,1.0,IGK,IGKV,5
IGKV2D-40,70,70,1.0,IGK,IGKV,5
IGKV3-7,58,82,0.707,IGK,IGKV,5
IGKV3-11,42,42,1.0,IGK,IGKV,5
IGKV3-15,76,76,1.0,IGK,IGKV,5
IGKV3-20,56,56,1.0,IGK,IGKV,5
IGKV3D-7,78,78,1.0,IGK,IGKV,5
IGKV3D-11,78,78,1.0,IGK,IGKV,5
IGKV3D-15,87,90,0.967,IGK,IGKV,5
IGKV3D-20,76,76,1.0,IGK,IGKV,5
IGKV4-1,38,38,1.0,IGK,IGKV,5
IGKV5-2,34,34,1.0,IGK,IGKV,5
IGKV6-21,90,90,1.0,IGK,IGKV,5
IGKV6D-21,90,90,1.0,IGK,IGKV,5
IGKV6D-41,76,76,1.0,IGK,IGKV,5
IGKV7-3,30,30,1.0,IGK,IGKV,5
IGKJ1,24,24,1.0,IGK,IGKJ,5
IGKJ2,22,22,1.0,IGK,IGKJ,5
IGKJ3,30,30,1.0,IGK,IGKJ,5
IGKJ4,38,38,1.0,IGK,IGKJ,5
IGKJ5,56,56,1.0,IGK,IGKJ,5
IGLV1-36,82,82,1.0,IGL,IGLV,5
IGLV1-40,74,74,1.0,IGL,IGLV,5
IGLV1-41,62,62,1.0,IGL,IGLV,5
IGLV1-44,88,88,1.0,IGL,IGLV,5
IGLV1-47,88,88,1.0,IGL,IGLV,5
IGLV1-50,90,90,1.0,IGL,IGLV,5
IGLV1-51,89,90,0.989,IGL,IGLV,5
IGLV1-62,90,90,1.0,IGL,IGLV,5
IGLV10-54,90,90,1.0,IGL,IGLV,5
IGLV11-55,90,90,1.0,IGL,IGLV,5
IGLV2-5,78,78,1.0,IGL,IGLV,5
IGLV2-8,80,80,1.0,IGL,IGLV,5
IGLV2-11,84,84,1.0,IGL,IGLV,5
IGLV2-14,83,84,0.988,IGL,IGLV,5
IGLV2-18,78,78,1.0,IGL,IGLV,5
IGLV2-23,79,80,0.988,IGL,IGLV,5
IGLV2-33,86,86,1.0,IGL,IGLV,5
IGLV2-34,80,80,1.0,IGL,IGLV,5
IGLV3-1,66,66,1.0,IGL,IGLV,5
IGLV3-9,82,82,1.0,IGL,IGLV,5
IGLV3-10,82,82,1.0,IGL,IGLV,5
IGLV3-12,83,84,0.988,IGL,IGLV,5
IGLV3-13,84,84,1.0,IGL,IGLV,5
IGLV3-16,78,78,1.0,IGL,IGLV,5
IGLV3-19,77,78,0.987,IGL,IGLV,5
IGLV3-21,77,78,0.987,IGL,IGLV,5
IGLV3-22,40,40,1.0,IGL,IGLV,5
IGLV3-25,86,86,1.0,IGL,IGLV,5
IGLV3-27,86,86,1.0,IGL,IGLV,5
IGLV3-31,86,86,1.0,IGL,IGLV,5
IGLV3-32,86,86,1.0,IGL,IGLV,5
IGLV4-3,82,82,1.0,IGL,IGLV,5
IGLV4-60,58,58,1.0,IGL,IGLV,5
IGLV4-69,90,90,1.0,IGL,IGLV,5
IGLV5-37,86,86,1.0,IGL,IGLV,5
IGLV5-45,88,88,1.0,IGL,IGLV,5
IGLV5-48,89,90,0.989,IGL,IGLV,5
IGLV5-52,90,90,1.0,IGL,IGLV,5
IGLV6-57,90,90,1.0,IGL,IGLV,5
IGLV7-43,52,52,1.0,IGL,IGLV,5
IGLV7-46,86,86,1.0,IGL,IGLV,5
IGLV8-61,90,90,1.0,IGL,IGLV,5
IGLV9-49,90,90,1.0,IGL,IGLV,5
IGLJ1,78,78,1.0,IGL,IGLJ,5
IGLJ2,84,84,1.0,IGL,IGLJ,5
IGLJ3,88,90,0.978,IGL,IGLJ,5
IGLJ4,90,90,1.0,IGL,IGLJ,5
IGLJ5,90,90,1.0,IGL,IGLJ,5
IGLJ6,90,90,1.0,IGL,IGLJ,5
IGLJ7,90,90,1.0,IGL,IGLJ,5
TRAV1-1,90,90,1.0,TRA,TRAV,10
TRAV1-2,90,90,1.0,TRA,TRAV,10
TRAV2,90,90,1.0,TRA,TRAV,10
TRAV3,90,90,1.0,TRA,TRAV,10
TRAV4,90,90,1.0,TRA,TRAV,10
TRAV5,90,90,1.0,TRA,TRAV,10
TRAV6,76,90,0.844,TRA,TRAV,10
TRAV7,90,90,1.0,TRA,TRAV,10
TRAV8-1,90,90,1.0,TRA,TRAV,10
TRAV9-1,90,90,1.0,TRA,TRAV,10
TRAV10,90,90,1.0,TRA,TRAV,10
TRAV11,90,90,1.0,TRA,TRAV,10
TRAV12-1,90,90,1.0,TRA,TRAV,10
TRAV8-2,90,90,1.0,TRA,TRAV,10
TRAV8-3,90,90,1.0,TRA,TRAV,10
TRAV13-1,90,90,1.0,TRA,TRAV,10
TRAV12-2,90,90,1.0,TRA,TRAV,10
TRAV8-4,90,90,1.0,TRA,TRAV,10
TRAV13-2,90,90,1.0,TRA,TRAV,10
TRAV9-2,90,90,1.0,TRA,TRAV,10
TRAV12-3,90,90,1.0,TRA,TRAV,10
TRAV8-6,90,90,1.0,TRA,TRAV,10
TRAV16,90,90,1.0,TRA,TRAV,10
TRAV17,90,90,1.0,TRA,TRAV,10
TRAV18,90,90,1.0,TRA,TRAV,10
TRAV19,80,80,1.0,TRA,TRAV,10
TRAV20,90,90,1.0,TRA,TRAV,10
TRAV21,90,90,1.0,TRA,TRAV,10
TRAV22,90,90,1.0,TRA,TRAV,10
TRDV1,90,90,1.0,TRD,TRDV,10
TRAV24,90,90,1.0,TRA,TRAV,10
TRAV25,90,90,1.0,TRA,TRAV,10
TRAV26-1,90,90,1.0,TRA,TRAV,10
TRAV8-7,90,90,1.0,TRA,TRAV,10
TRAV27,90,90,1.0,TRA,TRAV,10
TRAV30,90,90,1.0,TRA,TRAV,10
TRAV26-2,90,90,1.0,TRA,TRAV,10
TRAV34,90,90,1.0,TRA,TRAV,10
TRAV35,90,90,1.0,TRA,TRAV,10
TRAV38-1,90,90,1.0,TRA,TRAV,10
TRAV39,90,90,1.0,TRA,TRAV,10
TRAV40,90,90,1.0,TRA,TRAV,10
TRAV41,90,90,1.0,TRA,TRAV,10
TRDV2,90,90,1.0,TRD,TRDV,10
TRDV3,90,90,1.0,TRD,TRDV,10
TRDJ1,90,90,1.0,TRD,TRDJ,10
TRDJ4,44,44,1.0,TRD,TRDJ,10
TRDJ2,88,88,1.0,TRD,TRDJ,10
TRDJ3,84,84,1.0,TRD,TRDJ,10
TRAJ61,90,90,1.0,TRA,TRAJ,10
TRAJ60,90,90,1.0,TRA,TRAJ,10
TRAJ59,90,90,1.0,TRA,TRAJ,10
TRAJ58,90,90,1.0,TRA,TRAJ,10
TRAJ57,80,80,1.0,TRA,TRAJ,10
TRAJ56,90,90,1.0,TRA,TRAJ,10
TRAJ55,90,90,1.0,TRA,TRAJ,10
TRAJ54,84,84,1.0,TRA,TRAJ,10
TRAJ53,88,88,1.0,TRA,TRAJ,10
TRAJ52,84,84,1.0,TRA,TRAJ,10
TRAJ51,90,90,1.0,TRA,TRAJ,10
TRAJ50,90,90,1.0,TRA,TRAJ,10
TRAJ49,90,90,1.0,TRA,TRAJ,10
TRAJ48,90,90,1.0,TRA,TRAJ,10
TRAJ47,86,86,1.0,TRA,TRAJ,10
TRAJ46,90,90,1.0,TRA,TRAJ,10
TRAJ45,90,90,1.0,TRA,TRAJ,10
TRAJ44,82,82,1.0,TRA,TRAJ,10
TRAJ43,90,90,1.0,TRA,TRAJ,10
TRAJ42,90,90,1.0,TRA,TRAJ,10
TRAJ41,84,84,1.0,TRA,TRAJ,10
TRAJ40,90,90,1.0,TRA,TRAJ,10
TRAJ39,90,90,1.0,TRA,TRAJ,10
TRAJ38,80,80,1.0,TRA,TRAJ,10
TRAJ37,90,90,1.0,TRA,TRAJ,10
TRAJ36,88,88,1.0,TRA,TRAJ,10
TRAJ35,90,90,1.0,TRA,TRAJ,10
TRAJ34,90,90,1.0,TRA,TRAJ,10
TRAJ33,90,90,1.0,TRA,TRAJ,10
TRAJ32,89,90,0.989,TRA,TRAJ,10
TRAJ31,90,90,1.0,TRA,TRAJ,10
TRAJ30,90,90,1.0,TRA,TRAJ,10
TRAJ29,90,90,1.0,TRA,TRAJ,10
TRAJ28,90,90,1.0,TRA,TRAJ,10
TRAJ27,90,90,1.0,TRA,TRAJ,10
TRAJ26,90,90,1.0,TRA,TRAJ,10
TRAJ25,90,90,1.0,TRA,TRAJ,10
TRAJ24,90,90,1.0,TRA,TRAJ,10
TRAJ23,90,90,1.0,TRA,TRAJ,10
TRAJ22,90,90,1.0,TRA,TRAJ,10
TRAJ21,90,90,1.0,TRA,TRAJ,10
TRAJ20,90,90,1.0,TRA,TRAJ,10
TRAJ19,84,84,1.0,TRA,TRAJ,10
TRAJ18,88,88,1.0,TRA,TRAJ,10
TRAJ17,82,82,1.0,TRA,TRAJ,10
TRAJ16,89,90,0.989,TRA,TRAJ,10
TRAJ14,90,90,1.0,TRA,TRAJ,10
TRAJ13,90,90,1.0,TRA,TRAJ,10
TRAJ12,90,90,1.0,TRA,TRAJ,10
TRAJ11,90,90,1.0,TRA,TRAJ,10
TRAJ10,90,90,1.0,TRA,TRAJ,10
TRAJ9,90,90,1.0,TRA,TRAJ,10
TRAJ8,90,90,1.0,TRA,TRAJ,10
TRAJ7,90,90,1.0,TRA,TRAJ,10
TRAJ6,90,90,1.0,TRA,TRAJ,10
TRAJ5,88,88,1.0,TRA,TRAJ,10
TRAJ4,88,88,1.0,TRA,TRAJ,10
TRAJ3,82,82,1.0,TRA,TRAJ,10
TRAJ2,90,90,1.0,TRA,TRAJ,10
TRAJ1,70,70,1.0,TRA,TRAJ,10
TRGJ2,90,90,1.0,TRG,TRGJ,10
TRGJP2,82,82,1.0,TRG,TRGJ,10
TRGJ1,90,90,1.0,TRG,TRGJ,10
TRGJP,74,74,1.0,TRG,TRGJ,10
TRGJP1,90,90,1.0,TRG,TRGJ,10
TRGV11,88,88,1.0,TRG,TRGV,10
TRGV10,90,90,1.0,TRG,TRGV,10
TRGV9,90,90,1.0,TRG,TRGV,10
TRGVA,44,44,1.0,TRG,TRGV,10
TRGV8,90,90,1.0,TRG,TRGV,10
TRGV5P,88,88,1.0,TRG,TRGV,10
TRGV5,54,54,1.0,TRG,TRGV,10
TRGV4,30,30,1.0,TRG,TRGV,10
TRGV3,90,90,1.0,TRG,TRGV,10
TRGV2,90,90,1.0,TRG,TRGV,10
TRGV1,90,90,1.0,TRG,TRGV,10
TRBV1,90,90,1.0,TRB,TRBV,10
TRBV2,90,90,1.0,TRB,TRBV,10
TRBV3-1,90,90,1.0,TRB,TRBV,10
TRBV4-1,90,90,1.0,TRB,TRBV,10
TRBV5-1,90,90,1.0,TRB,TRBV,10
TRBV6-1,90,90,1.0,TRB,TRBV,10
TRBV7-1,90,90,1.0,TRB,TRBV,10
TRBV4-2,88,88,1.0,TRB,TRBV,10
TRBV6-2,88,88,1.0,TRB,TRBV,10
TRBV7-2,90,90,1.0,TRB,TRBV,10
TRBV6-4,90,90,1.0,TRB,TRBV,10
TRBV7-3,90,90,1.0,TRB,TRBV,10
TRBV5-3,90,90,1.0,TRB,TRBV,10
TRBV9,90,90,1.0,TRB,TRBV,10
TRBV10-1,90,90,1.0,TRB,TRBV,10
TRBV11-1,64,64,1.0,TRB,TRBV,10
TRBV12-1,90,90,1.0,TRB,TRBV,10
TRBV10-2,90,90,1.0,TRB,TRBV,10
TRBV11-2,88,88,1.0,TRB,TRBV,10
TRBV12-2,90,90,1.0,TRB,TRBV,10
TRBV6-5,88,88,1.0,TRB,TRBV,10
TRBV7-4,90,90,1.0,TRB,TRBV,10
TRBV5-4,90,90,1.0,TRB,TRBV,10
TRBV6-6,89,90,0.989,TRB,TRBV,10
TRBV5-5,90,90,1.0,TRB,TRBV,10
TRBV6-7,90,90,1.0,TRB,TRBV,10
TRBV7-6,90,90,1.0,TRB,TRBV,10
TRBV5-6,90,90,1.0,TRB,TRBV,10
TRBV6-8,68,68,1.0,TRB,TRBV,10
TRBV7-7,90,90,1.0,TRB,TRBV,10
TRBV5-7,90,90,1.0,TRB,TRBV,10
TRBV7-9,82,82,1.0,TRB,TRBV,10
TRBV13,90,90,1.0,TRB,TRBV,10
TRBV10-3,90,90,1.0,TRB,TRBV,10
TRBV11-3,90,90,1.0,TRB,TRBV,10
TRBV12-3,90,90,1.0,TRB,TRBV,10
TRBV12-4,84,84,1.0,TRB,TRBV,10
TRBV12-5,90,90,1.0,TRB,TRBV,10
TRBV14,90,90,1.0,TRB,TRBV,10
TRBV15,90,90,1.0,TRB,TRBV,10
TRBV16,90,90,1.0,TRB,TRBV,10
TRBV17,90,90,1.0,TRB,TRBV,10
TRBV18,90,90,1.0,TRB,TRBV,10
TRBV19,90,90,1.0,TRB,TRBV,10
TRBV20-1,90,90,1.0,TRB,TRBV,10
TRBV21-1,90,90,1.0,TRB,TRBV,10
TRBV23-1,90,90,1.0,TRB,TRBV,10
TRBV24-1,80,80,1.0,TRB,TRBV,10
TRBV25-1,90,90,1.0,TRB,TRBV,10
TRBV26,88,88,1.0,TRB,TRBV,10
TRBV27,90,90,1.0,TRB,TRBV,10
TRBV28,90,90,1.0,TRB,TRBV,10
TRBV29-1,90,90,1.0,TRB,TRBV,10
TRBV30,90,90,1.0,TRB,TRBV,10
TRBJ1-1,84,84,1.0,TRB,TRBJ,10
TRBJ1-2,82,82,1.0,TRB,TRBJ,10
TRBJ1-3,84,84,1.0,TRB,TRBJ,10
TRBJ1-4,84,84,1.0,TRB,TRBJ,10
TRBJ1-5,84,84,1.0,TRB,TRBJ,10
TRBJ1-6,84,84,1.0,TRB,TRBJ,10
TRBJ2-1,80,80,1.0,TRB,TRBJ,10
TRBJ2-2,80,80,1.0,TRB,TRBJ,10
TRBJ2-2P,80,80,1.0,TRB,TRBJ,10
TRBJ2-3,80,80,1.0,TRB,TRBJ,10
TRBJ2-4,82,82,1.0,TRB,TRBJ,10
TRBJ2-5,84,84,1.0,TRB,TRBJ,10
TRBJ2-6,84,84,1.0,TRB,TRBJ,10
TRBJ2-7,82,84,0.976,TRB,TRBJ,10
IGHV1-2,22,28,0.786,IGH,IGHV,10
IGHV1-3,10,10,1.0,IGH,IGHV,10
IGHV1-18,54,54,1.0,IGH,IGHV,10
IGHV1-24,52,52,1.0,IGH,IGHV,10
IGHV1-45,74,74,1.0,IGH,IGHV,10
IGHV1-46,72,72,1.0,IGH,IGHV,10
IGHV1-58,80,80,1.0,IGH,IGHV,10
IGHV1-68,39,42,0.929,IGH,IGHV,10
IGHV1-69,25,28,0.893,IGH,IGHV,10
IGHV1-69-2,6,6,1.0,IGH,IGHV,10
IGHV1-69D,43,44,0.977,IGH,IGHV,10
IGHV2-5,24,24,1.0,IGH,IGHV,10
IGHV2-26,14,14,1.0,IGH,IGHV,10
IGHV2-70,62,68,0.912,IGH,IGHV,10
IGHV2-70D,16,16,1.0,IGH,IGHV,10
IGHV3-11,24,26,0.923,IGH,IGHV,10
IGHV3-13,45,48,0.938,IGH,IGHV,10
IGHV3-15,41,44,0.932,IGH,IGHV,10
IGHV3-16,52,52,1.0,IGH,IGHV,10
IGHV3-19,48,48,1.0,IGH,IGHV,10
IGHV3-20,56,56,1.0,IGH,IGHV,10
IGHV3-21,48,48,1.0,IGH,IGHV,10
IGHV3-22,56,56,1.0,IGH,IGHV,10
IGHV3-23,58,58,1.0,IGH,IGHV,10
IGHV3-25,59,60,0.983,IGH,IGHV,10
IGHV3-29,28,28,1.0,IGH,IGHV,10
IGHV3-30,25,32,0.781,IGH,IGHV,10
IGHV3-30-2,28,28,1.0,IGH,IGHV,10
IGHV3-32,27,36,0.75,IGH,IGHV,10
IGHV3-33,20,20,1.0,IGH,IGHV,10
IGHV3-33-2,48,48,1.0,IGH,IGHV,10
IGHV3-35,76,76,1.0,IGH,IGHV,10
IGHV3-38,71,72,0.986,IGH,IGHV,10
IGHV3-41,32,32,1.0,IGH,IGHV,10
IGHV3-43,70,72,0.972,IGH,IGHV,10
IGHV3-47,76,76,1.0,IGH,IGHV,10
IGHV3-48,75,76,0.987,IGH,IGHV,10
IGHV3-49,82,82,1.0,IGH,IGHV,10
IGHV3-52,81,82,0.988,IGH,IGHV,10
IGHV3-53,76,78,0.974,IGH,IGHV,10
IGHV3-54,50,52,0.962,IGH,IGHV,10
IGHV3-62,79,82,0.963,IGH,IGHV,10
IGHV3-63,85,86,0.988,IGH,IGHV,10
IGHV3-64,84,84,1.0,IGH,IGHV,10
IGHV3-64D,2,2,1.0,IGH,IGHV,10
IGHV3-66,60,66,0.909,IGH,IGHV,10
IGHV3-69-1,12,12,1.0,IGH,IGHV,10
IGHV3-7,28,28,1.0,IGH,IGHV,10
IGHV3-71,70,70,1.0,IGH,IGHV,10
IGHV3-72,84,84,1.0,IGH,IGHV,10
IGHV3-73,86,86,1.0,IGH,IGHV,10
IGHV3-74,88,88,1.0,IGH,IGHV,10
IGHV4-4,6,6,1.0,IGH,IGHV,10
IGHV4-28,49,50,0.98,IGH,IGHV,10
IGHV4-31,12,14,0.857,IGH,IGHV,10
IGHV4-34,68,68,1.0,IGH,IGHV,10
IGHV4-39,62,70,0.886,IGH,IGHV,10
IGHV4-55,88,88,1.0,IGH,IGHV,10
IGHV4-59,84,84,1.0,IGH,IGHV,10
IGHV4-61,63,78,0.808,IGH,IGHV,10
IGHV5-10-1,2,2,1.0,IGH,IGHV,10
IGHV5-51,82,82,1.0,IGH,IGHV,10
IGHV5-78,90,90,1.0,IGH,IGHV,10
IGHV6-1,14,14,1.0,IGH,IGHV,10
IGHV7-34-1,78,78,1.0,IGH,IGHV,10
IGHV7-4-1,12,12,1.0,IGH,IGHV,10
IGHV7-40,68,68,1.0,IGH,IGHV,10
IGHV7-81,83,84,0.988,IGH,IGHV,10
IGHV8-51-1,86,86,1.0,IGH,IGHV,10
IGHD2-2,3,4,0.75,IGH,IGHD,10
IGHD3-3,4,4,1.0,IGH,IGHD,10
IGHJ3,2,2,1.0,IGH,IGHJ,10
IGHJ5,2,2,1.0,IGH,IGHJ,10
IGHJ6,2,2,1.0,IGH,IGHJ,10
IGKV1-5,21,22,0.955,IGK,IGKV,10
IGKV1-6,36,36,1.0,IGK,IGKV,10
IGKV1-8,32,32,1.0,IGK,IGKV,10
IGKV1-9,33,36,0.917,IGK,IGKV,10
IGKV1-12,66,84,0.786,IGK,IGKV,10
IGKV1-13,84,84,1.0,IGK,IGKV,10
IGKV1-16,50,50,1.0,IGK,IGKV,10
IGKV1-17,46,50,0.92,IGK,IGKV,10
IGKV1-27,64,64,1.0,IGK,IGKV,10
IGKV1-33,88,88,1.0,IGK,IGKV,10
IGKV1-37,70,70,1.0,IGK,IGKV,10
IGKV1-39,65,66,0.985,IGK,IGKV,10
IGKV1D-8,76,76,1.0,IGK,IGKV,10
IGKV1D-12,77,78,0.987,IGK,IGKV,10
IGKV1D-13,86,86,1.0,IGK,IGKV,10
IGKV1D-16,78,78,1.0,IGK,IGKV,10
IGKV1D-17,78,78,1.0,IGK,IGKV,10
IGKV1D-33,84,84,1.0,IGK,IGKV,10
IGKV1D-37,88,88,1.0,IGK,IGKV,10
IGKV1D-39,88,88,1.0,IGK,IGKV,10
IGKV1D-42,78,78,1.0,IGK,IGKV,10
IGKV1D-43,78,78,1.0,IGK,IGKV,10
IGKV2-4,28,28,1.0,IGK,IGKV,10
IGKV2-18,50,50,1.0,IGK,IGKV,10
IGKV2-24,73,80,0.912,IGK,IGKV,10
IGKV2-28,86,86,1.0,IGK,IGKV,10
IGKV2-29,72,76,0.947,IGK,IGKV,10
IGKV2-30,88,88,1.0,IGK,IGKV,10
IGKV2D-18,76,76,1.0,IGK,IGKV,10
IGKV2D-24,80,80,1.0,IGK,IGKV,10
IGKV2D-26,90,90,1.0,IGK,IGKV,10
IGKV2D-28,88,88,1.0,IGK,IGKV,10
IGKV2D-29,76,76,1.0,IGK,IGKV,10
IGKV2D-30,90,90,1.0,IGK,IGKV,10
IGKV2D-40,70,70,1.0,IGK,IGKV,10
IGKV3-7,52,68,0.765,IGK,IGKV,10
IGKV3-11,42,42,1.0,IGK,IGKV,10
IGKV3-15,66,66,1.0,IGK,IGKV,10
IGKV3-20,56,56,1.0,IGK,IGKV,10
IGKV3D-7,66,66,1.0,IGK,IGKV,10
IGKV3D-11,78,78,1.0,IGK,IGKV,10
IGKV3D-15,87,90,0.967,IGK,IGKV,10
IGKV3D-20,76,76,1.0,IGK,IGKV,10
IGKV4-1,34,34,1.0,IGK,IGKV,10
IGKV5-2,26,26,1.0,IGK,IGKV,10
IGKV6-21,82,82,1.0,IGK,IGKV,10
IGKV6D-21,90,90,1.0,IGK,IGKV,10
IGKV6D-41,76,76,1.0,IGK,IGKV,10
IGKV7-3,24,24,1.0,IGK,IGKV,10
IGKJ1,16,16,1.0,IGK,IGKJ,10
IGKJ2,20,20,1.0,IGK,IGKJ,10
IGKJ3,26,26,1.0,IGK,IGKJ,10
IGKJ4,32,32,1.0,IGK,IGKJ,10
IGKJ5,46,46,1.0,IGK,IGKJ,10
IGLV1-36,82,82,1.0,IGL,IGLV,10
IGLV1-40,64,64,1.0,IGL,IGLV,10
IGLV1-41,40,40,1.0,IGL,IGLV,10
IGLV1-44,88,88,1.0,IGL,IGLV,10
IGLV1-47,88,88,1.0,IGL,IGLV,10
IGLV1-50,90,90,1.0,IGL,IGLV,10
IGLV1-51,89,90,0.989,IGL,IGLV,10
IGLV1-62,90,90,1.0,IGL,IGLV,10
IGLV10-54,90,90,1.0,IGL,IGLV,10
IGLV11-55,90,90,1.0,IGL,IGLV,10
IGLV2-5,78,78,1.0,IGL,IGLV,10
IGLV2-8,78,78,1.0,IGL,IGLV,10
IGLV2-11,84,84,1.0,IGL,IGLV,10
IGLV2-14,83,84,0.988,IGL,IGLV,10
